host,_time,Speed
D01A2184H,2024-09-24T02:14:40.000+00:00,0
D01A2184H,2024-09-24T02:14:50.000+00:00,0
D01A2184H,2024-09-24T02:15:00.000+00:00,0
D01A2184H,2024-09-24T02:15:10.000+00:00,0
D01A2184H,2024-09-24T02:15:20.000+00:00,0
D01A2184H,2024-09-24T02:15:30.000+00:00,0
D01A2184H,2024-09-24T02:15:40.000+00:00,0
D01A2184H,2024-09-24T02:15:50.000+00:00,0
D01A2184H,2024-09-24T02:16:00.000+00:00,0
D01A2184H,2024-09-24T02:16:10.000+00:00,0
D01A2184H,2024-09-24T02:16:20.000+00:00,0
D01A2184H,2024-09-24T02:16:30.000+00:00,0
D01A2184H,2024-09-24T02:16:40.000+00:00,0
D01A2184H,2024-09-24T02:16:50.000+00:00,0
D01A2184H,2024-09-24T02:17:00.000+00:00,0
D01A2184H,2024-09-24T02:17:10.000+00:00,0.22
D01A2184H,2024-09-24T02:17:20.000+00:00,0
D01A2184H,2024-09-24T02:17:30.000+00:00,0
D01A2184H,2024-09-24T02:17:40.000+00:00,0
D01A2184H,2024-09-24T02:17:50.000+00:00,0
D01A2184H,2024-09-24T02:18:00.000+00:00,0
D01A2184H,2024-09-24T02:18:10.000+00:00,0
D01A2184H,2024-09-24T02:18:20.000+00:00,0
D01A2184H,2024-09-24T02:18:40.000+00:00,0
D01A2184H,2024-09-24T02:18:50.000+00:00,0
D01A2184H,2024-09-24T02:19:00.000+00:00,0
D01A2184H,2024-09-24T02:19:10.000+00:00,0
D01A2184H,2024-09-24T02:19:20.000+00:00,0
D01A2184H,2024-09-24T02:19:30.000+00:00,0
D01A2184H,2024-09-24T02:25:30.000+00:00,0
D01A2227V,2024-09-09T10:34:40.000+00:00,0
D01A2227V,2024-09-09T10:34:50.000+00:00,0
D01A2227V,2024-09-09T10:35:00.000+00:00,0
D01A2227V,2024-09-09T10:51:00.000+00:00,0.5
D01A2227V,2024-09-09T11:07:00.000+00:00,13.8
D01A2227V,2024-09-09T11:23:00.000+00:00,0
D01A2227V,2024-09-09T11:39:10.000+00:00,0
D01A2227V,2024-09-09T12:11:40.000+00:00,0
D01A2227V,2024-09-09T12:28:00.000+00:00,0
D01A2227V,2024-09-09T12:43:30.000+00:00,0.62
D01A2227V,2024-09-09T12:58:50.000+00:00,0.24
D01A2227V,2024-09-09T12:59:00.000+00:00,0
D01A2227V,2024-09-09T12:59:10.000+00:00,0
D01A2227V,2024-09-09T12:59:20.000+00:00,0.4
D01A2227V,2024-09-09T12:59:30.000+00:00,0
D01A2227V,2024-09-09T12:59:40.000+00:00,0
D01A2227V,2024-09-09T12:59:50.000+00:00,1
D01A2227V,2024-09-09T13:00:00.000+00:00,0.2
D01A2227V,2024-09-09T13:00:10.000+00:00,0.33
D01A2227V,2024-09-09T13:00:20.000+00:00,0
D01A2227V,2024-09-09T13:00:30.000+00:00,0
D01A2227V,2024-09-09T13:00:40.000+00:00,0.19
D01A2227V,2024-09-09T13:00:50.000+00:00,0
D01A2227V,2024-09-09T13:01:00.000+00:00,0
D01A2227V,2024-09-09T13:01:10.000+00:00,0.33
D01A2227V,2024-09-09T13:01:20.000+00:00,1.41
D01A2227V,2024-09-09T13:01:30.000+00:00,0
D01A2227V,2024-09-09T13:01:40.000+00:00,0.7
D01A2227V,2024-09-09T13:01:50.000+00:00,0.39
D01A2227V,2024-09-09T13:08:20.000+00:00,0
D01A2227V,2024-09-09T13:22:50.000+00:00,0.29
D01A2227V,2024-09-09T13:55:20.000+00:00,1.66
D01A2227V,2024-09-09T14:10:30.000+00:00,0.44
D01A2227V,2024-09-09T14:10:40.000+00:00,0.63
D01A2227V,2024-09-09T14:10:50.000+00:00,0.74
D01A2227V,2024-09-09T14:11:00.000+00:00,0.73
D01A2227V,2024-09-09T14:11:10.000+00:00,0.34
D01A2227V,2024-09-09T14:11:20.000+00:00,0.66
D01A2227V,2024-09-09T14:11:30.000+00:00,0.79
D01A2227V,2024-09-09T14:11:40.000+00:00,0.37
D01A2227V,2024-09-09T14:11:50.000+00:00,0.71
D01A2227V,2024-09-09T14:12:00.000+00:00,0.46
D01A2227V,2024-09-09T14:12:10.000+00:00,0.16
D01A2227V,2024-09-09T14:12:20.000+00:00,0.63
D01A2227V,2024-09-09T14:12:30.000+00:00,0.72
D01A2227V,2024-09-09T14:12:40.000+00:00,0
D01A2227V,2024-09-09T14:12:50.000+00:00,0.56
D01A2227V,2024-09-09T14:13:00.000+00:00,0.19
D01A2227V,2024-09-09T14:13:10.000+00:00,0.42
D01A2227V,2024-09-09T14:13:20.000+00:00,0.16
D01A2227V,2024-09-09T14:13:30.000+00:00,0.84
D01A2227V,2024-09-09T14:13:40.000+00:00,0.35
D01A2227V,2024-09-09T14:13:50.000+00:00,0.17
D01A2227V,2024-09-09T14:14:00.000+00:00,0.74
D01A2227V,2024-09-09T14:14:10.000+00:00,0.55
D01A2227V,2024-09-09T14:14:20.000+00:00,0.62
D01A2227V,2024-09-09T14:14:30.000+00:00,0
D01A2227V,2024-09-09T14:14:40.000+00:00,0.63
D01A2227V,2024-09-09T14:14:50.000+00:00,0
D01A2227V,2024-09-09T14:15:00.000+00:00,0.63
D01A2227V,2024-09-09T14:15:10.000+00:00,0.51
D01A2227V,2024-09-09T14:15:20.000+00:00,0
D01A2227V,2024-09-09T14:15:30.000+00:00,0
D01A2227V,2024-09-09T14:15:40.000+00:00,0.54
D01A2227V,2024-09-09T14:15:50.000+00:00,0.26
D01A2227V,2024-09-09T14:16:00.000+00:00,0.58
D01A2227V,2024-09-09T14:16:10.000+00:00,0
D01A2227V,2024-09-09T14:16:20.000+00:00,0.22
D01A2227V,2024-09-09T14:16:30.000+00:00,0
D01A2227V,2024-09-09T14:16:40.000+00:00,0.67
D01A2227V,2024-09-09T14:16:50.000+00:00,1.01
D01A2227V,2024-09-09T14:17:00.000+00:00,0.55
D01A2227V,2024-09-09T14:17:10.000+00:00,0.32
D01A2227V,2024-09-09T14:17:20.000+00:00,0
D01A2227V,2024-09-09T14:17:30.000+00:00,0
D01A2227V,2024-09-09T14:17:40.000+00:00,1.38
D01A2227V,2024-09-09T14:17:50.000+00:00,1.3
D01A2227V,2024-09-09T14:18:00.000+00:00,0.62
D01A2227V,2024-09-09T14:18:10.000+00:00,0
D01A2227V,2024-09-09T14:18:20.000+00:00,0
D01A2227V,2024-09-09T14:18:30.000+00:00,0.27
D01A2227V,2024-09-09T14:18:40.000+00:00,0
D01A2227V,2024-09-09T14:18:50.000+00:00,0
D01A2227V,2024-09-09T14:19:00.000+00:00,0
D01A2227V,2024-09-09T14:19:10.000+00:00,0.15
D01A2227V,2024-09-09T14:19:20.000+00:00,0
D01A2227V,2024-09-09T14:19:30.000+00:00,0.2
D01A2227V,2024-09-09T14:19:40.000+00:00,0.42
D01A2227V,2024-09-09T14:19:50.000+00:00,0.45
D01A2227V,2024-09-09T14:20:00.000+00:00,0.24
D01A2227V,2024-09-09T14:20:10.000+00:00,1.03
D01A2227V,2024-09-09T14:20:20.000+00:00,0.73
D01A2227V,2024-09-09T14:20:30.000+00:00,0
D01A2227V,2024-09-09T14:20:40.000+00:00,0
D01A2227V,2024-09-09T14:20:50.000+00:00,1.24
D01A2227V,2024-09-09T14:21:00.000+00:00,0.29
D01A2227V,2024-09-09T14:21:10.000+00:00,0.42
D01A2227V,2024-09-09T14:21:20.000+00:00,0.29
D01A2227V,2024-09-09T14:21:30.000+00:00,0.41
D01A2227V,2024-09-09T14:21:40.000+00:00,0.38
D01A2227V,2024-09-09T14:21:50.000+00:00,0.87
D01A2227V,2024-09-09T14:22:00.000+00:00,0.17
D01A2227V,2024-09-09T14:22:10.000+00:00,0
D01A2227V,2024-09-09T14:22:20.000+00:00,0
D01A2227V,2024-09-09T14:22:30.000+00:00,1.41
D01A2227V,2024-09-09T14:22:40.000+00:00,1.25
D01A2227V,2024-09-09T14:22:50.000+00:00,0.87
D01A2227V,2024-09-09T15:11:00.000+00:00,6.26
D01A2227V,2024-09-09T16:00:30.000+00:00,0.93
D01A2227V,2024-09-09T16:16:40.000+00:00,0
D01A2227V,2024-09-09T16:47:10.000+00:00,1.07
D01A2227V,2024-09-09T17:51:30.000+00:00,0.25
D01A2227V,2024-09-09T17:51:50.000+00:00,1.07
D01A2227V,2024-09-10T10:43:50.000+00:00,0
D01A2227V,2024-09-10T10:44:00.000+00:00,0
D01A2227V,2024-09-10T11:00:00.000+00:00,9.52
D01A2227V,2024-09-10T11:32:30.000+00:00,0.23
D01A2227V,2024-09-10T11:48:10.000+00:00,0.27
D01A2227V,2024-09-10T11:48:20.000+00:00,4.33
D01A2227V,2024-09-10T12:54:00.000+00:00,1.69
D01A2227V,2024-09-10T13:10:10.000+00:00,0
D01A2227V,2024-09-10T13:10:20.000+00:00,0
D01A2227V,2024-09-10T13:26:20.000+00:00,0
D01A2227V,2024-09-10T13:42:20.000+00:00,0.31
D01A2227V,2024-09-10T13:58:30.000+00:00,1.07
D01A2227V,2024-09-10T14:15:50.000+00:00,0.42
D01A2227V,2024-09-10T14:21:20.000+00:00,0.19
D01A2227V,2024-09-10T14:21:30.000+00:00,0.89
D01A2227V,2024-09-10T14:21:40.000+00:00,1.28
D01A2227V,2024-09-10T14:21:50.000+00:00,0.67
D01A2227V,2024-09-10T14:22:00.000+00:00,0.76
D01A2227V,2024-09-10T14:22:10.000+00:00,0.25
D01A2227V,2024-09-10T14:22:20.000+00:00,1.5
D01A2227V,2024-09-10T14:22:30.000+00:00,0.49
D01A2227V,2024-09-10T14:22:40.000+00:00,0
D01A2227V,2024-09-10T14:22:50.000+00:00,0.59
D01A2227V,2024-09-10T14:23:00.000+00:00,0.9
D01A2227V,2024-09-10T14:23:10.000+00:00,1
D01A2227V,2024-09-10T14:23:20.000+00:00,0.46
D01A2227V,2024-09-10T14:23:30.000+00:00,0
D01A2227V,2024-09-10T14:23:40.000+00:00,0.44
D01A2227V,2024-09-10T14:23:50.000+00:00,0.19
D01A2227V,2024-09-10T14:24:00.000+00:00,0.37
D01A2227V,2024-09-10T14:24:10.000+00:00,0.23
D01A2227V,2024-09-10T14:24:20.000+00:00,0
D01A2227V,2024-09-10T14:24:30.000+00:00,0.61
D01A2227V,2024-09-10T14:24:40.000+00:00,0.23
D01A2227V,2024-09-10T14:24:50.000+00:00,0
D01A2227V,2024-09-10T14:25:00.000+00:00,0.72
D01A2227V,2024-09-10T14:25:10.000+00:00,0.26
D01A2227V,2024-09-10T14:25:20.000+00:00,0.31
D01A2227V,2024-09-10T14:25:30.000+00:00,0
D01A2227V,2024-09-10T14:25:40.000+00:00,0
D01A2227V,2024-09-10T14:25:50.000+00:00,0.37
D01A2227V,2024-09-10T14:26:00.000+00:00,0
D01A2227V,2024-09-10T14:26:10.000+00:00,0
D01A2227V,2024-09-10T14:26:20.000+00:00,0.82
D01A2227V,2024-09-10T14:26:30.000+00:00,0
D01A2227V,2024-09-10T14:26:40.000+00:00,0.31
D01A2227V,2024-09-10T14:26:50.000+00:00,0.34
D01A2227V,2024-09-10T14:27:00.000+00:00,0.31
D01A2227V,2024-09-10T14:27:10.000+00:00,0.34
D01A2227V,2024-09-10T14:27:20.000+00:00,0
D01A2227V,2024-09-10T14:27:30.000+00:00,1.09
D01A2227V,2024-09-10T14:27:40.000+00:00,0
D01A2227V,2024-09-10T14:27:50.000+00:00,0
D01A2227V,2024-09-10T14:28:00.000+00:00,0
D01A2227V,2024-09-10T14:28:10.000+00:00,0.55
D01A2227V,2024-09-10T14:28:20.000+00:00,0.29
D01A2227V,2024-09-10T14:28:30.000+00:00,0.26
D01A2227V,2024-09-10T14:28:40.000+00:00,0
D01A2227V,2024-09-10T14:28:50.000+00:00,0.31
D01A2227V,2024-09-10T14:29:00.000+00:00,0.51
D01A2227V,2024-09-10T14:29:10.000+00:00,0.51
D01A2227V,2024-09-10T14:29:20.000+00:00,0.47
D01A2227V,2024-09-10T14:29:30.000+00:00,0.58
D01A2227V,2024-09-10T14:29:40.000+00:00,0.9
D01A2227V,2024-09-10T14:29:50.000+00:00,0
D01A2227V,2024-09-10T14:30:00.000+00:00,0
D01A2227V,2024-09-10T14:30:10.000+00:00,0.77
D01A2227V,2024-09-10T14:30:20.000+00:00,0
D01A2227V,2024-09-10T14:30:30.000+00:00,0.9
D01A2227V,2024-09-10T14:30:40.000+00:00,1.01
D01A2227V,2024-09-10T14:35:50.000+00:00,0.76
D01A2227V,2024-09-10T14:36:00.000+00:00,0.27
D01A2227V,2024-09-10T14:36:10.000+00:00,0.95
D01A2227V,2024-09-10T14:36:20.000+00:00,0.57
D01A2227V,2024-09-10T14:36:30.000+00:00,0
D01A2227V,2024-09-10T14:36:40.000+00:00,0.475
D01A2227V,2024-09-10T14:36:50.000+00:00,0.66
D01A2227V,2024-09-10T14:37:10.000+00:00,0.71
D01A2227V,2024-09-10T14:37:20.000+00:00,0
D01A2227V,2024-09-10T14:37:30.000+00:00,0
D01A2227V,2024-09-10T14:37:40.000+00:00,0
D01A2227V,2024-09-10T14:37:50.000+00:00,0.26
D01A2227V,2024-09-10T14:38:00.000+00:00,0
D01A2227V,2024-09-10T14:38:10.000+00:00,0
D01A2227V,2024-09-10T14:38:20.000+00:00,0
D01A2227V,2024-09-10T14:38:30.000+00:00,0
D01A2227V,2024-09-10T14:38:40.000+00:00,0
D01A2227V,2024-09-10T14:38:50.000+00:00,0
D01A2227V,2024-09-10T14:39:00.000+00:00,0
D01A2227V,2024-09-10T14:39:10.000+00:00,0
D01A2227V,2024-09-10T14:39:20.000+00:00,0
D01A2227V,2024-09-10T14:39:30.000+00:00,0
D01A2227V,2024-09-10T14:39:40.000+00:00,0
D01A2227V,2024-09-10T14:39:50.000+00:00,0
D01A2227V,2024-09-10T14:40:00.000+00:00,0
D01A2227V,2024-09-10T14:40:10.000+00:00,0
D01A2227V,2024-09-10T14:40:20.000+00:00,0
D01A2227V,2024-09-10T14:40:30.000+00:00,0
D01A2227V,2024-09-10T14:40:40.000+00:00,0
D01A2227V,2024-09-10T14:40:50.000+00:00,0
D01A2227V,2024-09-10T14:41:00.000+00:00,0
D01A2227V,2024-09-10T14:41:10.000+00:00,0
D01A2227V,2024-09-10T14:41:20.000+00:00,0
D01A2227V,2024-09-10T14:41:30.000+00:00,0
D01A2227V,2024-09-10T14:41:40.000+00:00,0
D01A2227V,2024-09-10T14:41:50.000+00:00,0
D01A2227V,2024-09-10T14:42:00.000+00:00,0
D01A2227V,2024-09-10T14:42:10.000+00:00,0
D01A2227V,2024-09-10T14:42:20.000+00:00,0
D01A2227V,2024-09-10T14:42:30.000+00:00,0
D01A2227V,2024-09-10T14:42:40.000+00:00,0
D01A2227V,2024-09-10T14:42:50.000+00:00,0
D01A2227V,2024-09-10T14:43:00.000+00:00,0
D01A2227V,2024-09-10T14:43:10.000+00:00,0
D01A2227V,2024-09-10T14:43:20.000+00:00,0
D01A2227V,2024-09-10T14:43:30.000+00:00,0
D01A2227V,2024-09-10T14:43:40.000+00:00,0
D01A2227V,2024-09-10T14:43:50.000+00:00,0.22
D01A2227V,2024-09-10T14:44:00.000+00:00,0
D01A2227V,2024-09-10T14:44:10.000+00:00,0
D01A2227V,2024-09-10T14:44:20.000+00:00,0
D01A2227V,2024-09-10T14:44:30.000+00:00,0
D01A2227V,2024-09-10T14:44:40.000+00:00,0
D01A2227V,2024-09-10T14:44:50.000+00:00,0
D01A2227V,2024-09-10T14:45:00.000+00:00,0
D01A2227V,2024-09-10T14:45:10.000+00:00,0
D01A2227V,2024-09-10T14:45:20.000+00:00,0
D01A2227V,2024-09-10T14:45:30.000+00:00,0
D01A2227V,2024-09-10T14:45:40.000+00:00,0
D01A2227V,2024-09-10T14:45:50.000+00:00,0
D01A2227V,2024-09-10T14:46:00.000+00:00,0
D01A2227V,2024-09-10T14:46:10.000+00:00,0
D01A2227V,2024-09-10T14:46:20.000+00:00,0
D01A2227V,2024-09-10T14:46:30.000+00:00,0
D01A2227V,2024-09-10T14:46:40.000+00:00,0
D01A2227V,2024-09-10T14:46:50.000+00:00,0
D01A2227V,2024-09-10T14:47:00.000+00:00,0
D01A2227V,2024-09-10T14:47:10.000+00:00,0
D01A2227V,2024-09-10T14:47:20.000+00:00,0
D01A2227V,2024-09-10T14:47:30.000+00:00,0
D01A2227V,2024-09-10T14:47:40.000+00:00,0
D01A2227V,2024-09-10T14:47:50.000+00:00,0
D01A2227V,2024-09-10T14:48:00.000+00:00,0
D01A2227V,2024-09-10T14:48:10.000+00:00,0
D01A2227V,2024-09-10T14:48:20.000+00:00,0
D01A2227V,2024-09-10T14:48:30.000+00:00,0
D01A2227V,2024-09-10T14:48:40.000+00:00,0
D01A2227V,2024-09-10T14:48:50.000+00:00,0
D01A2227V,2024-09-10T14:49:00.000+00:00,0
D01A2227V,2024-09-10T14:49:10.000+00:00,0
D01A2227V,2024-09-10T14:49:20.000+00:00,0
D01A2227V,2024-09-10T14:49:30.000+00:00,0
D01A2227V,2024-09-10T14:49:40.000+00:00,0
D01A2227V,2024-09-10T14:49:50.000+00:00,0
D01A2227V,2024-09-10T14:50:00.000+00:00,0
D01A2227V,2024-09-10T14:50:10.000+00:00,0
D01A2227V,2024-09-10T14:50:20.000+00:00,0
D01A2227V,2024-09-10T14:50:30.000+00:00,0
D01A2227V,2024-09-10T14:50:40.000+00:00,0
D01A2227V,2024-09-10T14:50:50.000+00:00,0
D01A2227V,2024-09-10T14:51:00.000+00:00,0
D01A2227V,2024-09-10T14:51:10.000+00:00,0
D01A2227V,2024-09-10T14:51:20.000+00:00,0
D01A2227V,2024-09-10T14:51:30.000+00:00,0
D01A2227V,2024-09-10T14:51:40.000+00:00,0
D01A2227V,2024-09-10T14:51:50.000+00:00,0
D01A2227V,2024-09-10T14:52:00.000+00:00,0
D01A2227V,2024-09-10T14:52:10.000+00:00,0
D01A2227V,2024-09-10T14:52:20.000+00:00,0
D01A2227V,2024-09-10T14:52:30.000+00:00,0
D01A2227V,2024-09-10T14:52:40.000+00:00,0
D01A2227V,2024-09-10T14:52:50.000+00:00,0
D01A2227V,2024-09-10T14:53:00.000+00:00,0
D01A2227V,2024-09-10T14:53:10.000+00:00,0
D01A2227V,2024-09-10T14:53:20.000+00:00,0
D01A2227V,2024-09-10T14:53:30.000+00:00,0
D01A2227V,2024-09-10T14:53:40.000+00:00,0
D01A2227V,2024-09-10T14:53:50.000+00:00,0
D01A2227V,2024-09-10T14:54:00.000+00:00,0
D01A2227V,2024-09-10T14:54:10.000+00:00,0
D01A2227V,2024-09-10T14:54:20.000+00:00,0
D01A2227V,2024-09-10T14:54:30.000+00:00,0
D01A2227V,2024-09-10T14:54:40.000+00:00,0
D01A2227V,2024-09-10T14:54:50.000+00:00,0
D01A2227V,2024-09-10T14:55:00.000+00:00,0
D01A2227V,2024-09-10T14:55:10.000+00:00,0
D01A2227V,2024-09-10T14:55:20.000+00:00,0
D01A2227V,2024-09-10T14:55:30.000+00:00,0
D01A2227V,2024-09-10T14:55:40.000+00:00,0
D01A2227V,2024-09-10T14:55:50.000+00:00,0
D01A2227V,2024-09-10T14:56:00.000+00:00,0
D01A2227V,2024-09-10T14:56:10.000+00:00,0
D01A2227V,2024-09-10T14:56:20.000+00:00,0
D01A2227V,2024-09-10T14:56:30.000+00:00,0
D01A2227V,2024-09-10T14:56:40.000+00:00,0
D01A2227V,2024-09-10T14:56:50.000+00:00,0
D01A2227V,2024-09-10T14:57:00.000+00:00,0
D01A2227V,2024-09-10T14:57:10.000+00:00,0
D01A2227V,2024-09-10T14:57:20.000+00:00,0
D01A2227V,2024-09-10T14:57:30.000+00:00,0
D01A2227V,2024-09-10T14:57:40.000+00:00,0
D01A2227V,2024-09-10T14:57:50.000+00:00,0
D01A2227V,2024-09-10T14:58:00.000+00:00,0.64
D01A2227V,2024-09-10T14:58:10.000+00:00,1.48
D01A2227V,2024-09-10T15:22:40.000+00:00,0.63
D01A2227V,2024-09-10T15:22:50.000+00:00,0.22
D01A2227V,2024-09-10T15:23:00.000+00:00,0
D01A2227V,2024-09-10T15:23:10.000+00:00,0
D01A2227V,2024-09-10T15:23:20.000+00:00,0
D01A2227V,2024-09-10T15:23:30.000+00:00,0.45
D01A2227V,2024-09-10T15:23:40.000+00:00,0.74
D01A2227V,2024-09-10T15:23:50.000+00:00,0.75
D01A2227V,2024-09-10T15:24:00.000+00:00,1.76
D01A2227V,2024-09-10T15:24:10.000+00:00,0.74
D01A2227V,2024-09-10T15:24:20.000+00:00,0.91
D01A2227V,2024-09-10T15:24:30.000+00:00,1.05
D01A2227V,2024-09-10T15:24:40.000+00:00,0.78
D01A2227V,2024-09-10T15:24:50.000+00:00,0.39
D01A2227V,2024-09-10T15:25:00.000+00:00,1.25
D01A2227V,2024-09-10T15:25:10.000+00:00,0.52
D01A2227V,2024-09-10T15:25:20.000+00:00,1.27
D01A2227V,2024-09-10T15:25:30.000+00:00,0.59
D01A2227V,2024-09-10T15:25:40.000+00:00,0.72
D01A2227V,2024-09-10T15:25:50.000+00:00,1.78
D01A2227V,2024-09-10T15:26:00.000+00:00,0.15
D01A2227V,2024-09-10T15:26:10.000+00:00,0
D01A2227V,2024-09-10T15:26:20.000+00:00,0.97
D01A2227V,2024-09-10T15:26:30.000+00:00,0.2
D01A2227V,2024-09-10T15:26:40.000+00:00,4.93
D01A2227V,2024-09-10T15:26:50.000+00:00,0.53
D01A2227V,2024-09-10T15:27:00.000+00:00,1.24
D01A2227V,2024-09-10T15:27:10.000+00:00,0.85
D01A2227V,2024-09-10T15:27:20.000+00:00,0.35
D01A2227V,2024-09-10T15:27:30.000+00:00,1.12
D01A2227V,2024-09-10T15:27:40.000+00:00,0.23
D01A2227V,2024-09-10T15:27:50.000+00:00,1.2
D01A2227V,2024-09-10T15:28:00.000+00:00,0.66
D01A2227V,2024-09-10T15:28:10.000+00:00,0.16
D01A2227V,2024-09-10T15:28:20.000+00:00,0.45
D01A2227V,2024-09-10T15:28:30.000+00:00,0.47
D01A2227V,2024-09-10T15:28:40.000+00:00,0.46
D01A2227V,2024-09-10T15:28:50.000+00:00,0
D01A2227V,2024-09-10T15:29:00.000+00:00,0.21
D01A2227V,2024-09-10T15:29:10.000+00:00,0.19
D01A2227V,2024-09-10T15:29:20.000+00:00,0
D01A2227V,2024-09-10T15:29:30.000+00:00,0
D01A2227V,2024-09-10T15:29:40.000+00:00,0
D01A2227V,2024-09-10T15:29:50.000+00:00,0
D01A2227V,2024-09-10T15:30:00.000+00:00,0
D01A2227V,2024-09-10T15:30:10.000+00:00,0
D01A2227V,2024-09-10T15:30:20.000+00:00,0
D01A2227V,2024-09-10T15:30:30.000+00:00,1
D01A2227V,2024-09-10T15:30:40.000+00:00,0.92
D01A2227V,2024-09-10T15:30:50.000+00:00,0
D01A2227V,2024-09-10T15:47:30.000+00:00,0.58
D01A2227V,2024-09-10T16:02:50.000+00:00,1.57
D01A2227V,2024-09-10T16:03:30.000+00:00,0
D01A2227V,2024-09-10T16:19:00.000+00:00,0.39
D01A2227V,2024-09-10T16:19:10.000+00:00,0.16
D01A2227V,2024-09-10T16:35:10.000+00:00,0
D01A2227V,2024-09-10T16:35:20.000+00:00,2.58
D01A2227V,2024-09-10T16:51:20.000+00:00,0
D01A2227V,2024-09-10T18:43:40.000+00:00,0.88
D01A2227V,2024-09-10T18:43:50.000+00:00,1.54
