RecordingId,Serial,Categories,TrafficStop
"66e1d02f-82bc-e008-0378-215b944d6849",D01A2564P,"Call for service",0
"66e1d21d-95a4-1f72-4344-215b944d6849",D01A2564P,"Call for service",0
"66e1d280-8648-acf4-addb-215b944be82c",D01A23298,"Call for service",0
"66e1d28c-ba89-47b5-affa-215b944f7c6c",D01A2838S,"Call for service",0
"66e1d61a-1f9b-e4e4-0357-215b944ecfc2",D01A2754Y,"Call for service",0
"66e1d6a9-d091-b675-b3bf-215b944be82c",D01A23298,"Call for service",0
"66e1d6dc-2f99-b6dc-e8c1-215b944f9af3",D01A2899V,"Call for service",0
"66e1d9ee-7f4b-d7b6-c140-215b944be82c",D01A23298,"Traffic Stop",1
"66e1da70-3053-6f38-a186-215b944ecfc2",D01A2754Y,"Traffic Stop",1
"66e1e494-ac50-99ae-3d9a-215b944f9af3",D01A2899V,"Traffic Stop",1
"66e1f205-34f9-8bbf-894b-215b944f9af3",D01A2899V,"Traffic Stop",1
"66e1f355-5169-bbed-c095-215b944ecfc2",D01A2754Y,Arrest,0
"66e204bb-5cb1-5a57-ce13-215b944f9af3",D01A2899V,"Call for service",0
"66e208c5-50c0-519f-6411-215b944ecfc2",D01A2754Y,"Traffic Stop",1
"66e20a4c-3cb8-44f8-b72e-215b944f9af3",D01A2899V,"Call for service",0
"66e22ee8-9aad-a62d-b1c7-215b944a9942",D01A2183M,"Traffic Stop,Arrest",1
"66e22eeb-75e2-09d8-215f-215b94503c42",D01A2954Y,"Arrest,Traffic Stop",1
"66e23777-c2da-5fa7-8bf2-215b94503c42",D01A2954Y,"Traffic Stop,Arrest",1
"66e23d05-9579-37c8-2a36-215b94503c42",D01A2954Y,"Call for service",0
"66e25a06-3ef1-14d3-e90f-215b944a9942",D01A2183M,"Arrest,Call for service",0
"66e25b17-1de1-8c17-22b8-215b94503c42",D01A2954Y,"Call for service",0
"66e25dc7-4cf9-36c8-6c10-215b94503c42",D01A2954Y,"Call for service,Arrest",0
"66e2617b-cdfe-d530-2a49-215b944a9942",D01A2183M,"Call for service",0
"66e26529-84cc-3037-2f4f-215b94503c42",D01A2954Y,Arrest,0
"66e270cc-bb1b-cbe1-125e-215b94503c42",D01A2954Y,"Call for service",0
"66e2855c-998e-0339-5f93-215b94503c42",D01A2954Y,"Call for service",0
"66e2a178-8940-a51f-6105-215b94503c42",D01A2954Y,"Arrest,Call for service",0
"66e2ca7e-257b-92aa-d0f4-215b944be82c",D01A23298,"Call for service",0
"66e2e42c-2032-9485-8fb5-215b944be82c",D01A23298,"Call for service",0
"66e2ed2c-8545-61ef-656c-215b944be82c",D01A23298,"Call for service",0
"66e2f54b-1eef-a57f-14ed-215b944f9af3",D01A2899V,"Call for service",0
"66e2faa6-9a57-8794-cfbe-215b944f9af3",D01A2899V,"Traffic Stop",1
"66e301bf-60c4-b0ab-7f89-215b944ecfc2",D01A2754Y,"Traffic Stop",1
"66e30584-16ae-ba6e-512c-215b944d6849",D01A2564P,"Traffic Stop",1
"66e305b4-c519-ceee-2e5d-215b944ecfc2",D01A2754Y,"Traffic Stop",1
"66e305eb-559b-2761-33cd-215b944be82c",D01A23298,"Traffic Stop",1
"66e30ef6-f6d6-5181-c545-215b944d6849",D01A2564P,"Call for service",0
"66e3108e-0a22-21e4-cd65-215b945040bf",D01A2960V,"Call for service",0
"66e31098-864f-781c-7505-215b944f9af3",D01A2899V,"Call for service",0
"66e310a5-9f10-b0f1-8000-215b944be82c",D01A23298,"Call for service",0
"66e32164-8f60-ad02-43e4-215b945040bf",D01A2960V,"Traffic Stop",1
"66e3225a-4822-a272-d2ca-215b944be82c",D01A23298,"Traffic Stop",1
"66e32523-65ca-7b13-0914-215b944f9af3",D01A2899V,"Call for service",0
"66e32b28-c539-0d4e-6ebd-215b944be82c",D01A23298,"Call for service",0
"66e32bdc-fad5-74bf-9fcd-215b944d6849",D01A2564P,"Call for service",0
"66e32ce2-cfd7-26c2-8a2f-215b944f9af3",D01A2899V,"Call for service",0
"66e32d09-22cb-3002-b96b-215b944ecfc2",D01A2754Y,"Call for service",0
"66e330af-2f35-3262-a8cd-215b944be82c",D01A23298,"Call for service",0
"66e33149-dcc2-0365-c11b-215b944f9af3",D01A2899V,"Call for service",0
"66e3334f-f0fd-3f63-6109-215b944ecfc2",D01A2754Y,"Call for service",0
"66e33743-d089-9209-8565-215b944f9af3",D01A2899V,"Traffic Stop",1
"66e33865-7d86-dc15-b6da-215b944ecfc2",D01A2754Y,"Traffic Stop",1
"66e34374-0e53-3c80-d58d-215b944be82c",D01A23298,"Traffic Stop",1
"66e344f5-6e30-d5d3-0af6-215b944f9af3",D01A2899V,"Traffic Stop",1
"66e3451b-8a5f-30e4-8b77-215b944ecfc2",D01A2754Y,"Call for service",0
"66e3463f-4b3b-d13f-3fe8-215b944d6849",D01A2564P,"Call for service",0
"66e3467f-f262-f958-bfc1-215b944be82c",D01A23298,"Call for service,Traffic Accident",0
"66e34687-acd6-e73c-d705-215b945040bf",D01A2960V,"Traffic Accident",0
"66e346a7-2675-9b9f-d108-215b944ecfc2",D01A2754Y,"Call for service",0
"66e348cc-5bc8-672b-0ecc-215b944ecfc2",D01A2754Y,"Traffic Stop",1
"66e34d9b-4ac3-38a8-9a5b-215b944ecfc2",D01A2754Y,"Traffic Stop",1
"66e35240-999b-7f73-2cff-215b944ecfc2",D01A2754Y,"Call for service",0
"66e352b2-887d-c45c-5fa7-215b944d6849",D01A2564P,"Call for service",0
"66e3561c-f70c-1903-e229-215b944ecfc2",D01A2754Y,"Traffic Stop",1
"66e35ac2-1331-d5c3-d706-215b944be82c",D01A23298,"Call for service",0
"66e35b44-ddf4-b874-8a37-215b944ecfc2",D01A2754Y,"Call for service",0
"66e36466-f7da-e2cb-7a76-215b944ecfc2",D01A2754Y,"Call for service",0
"66e37736-c0d0-6cc8-b9c7-215b94822644",D01A4796S,"Call for service",0
"66e37dff-de0a-34bd-6028-215b944d681b",D01A2563F,"Accidental Recording",0
"66e37e00-a360-ba2d-ca46-215b944ed040",D01A2758G,"Accidental Recording",0
"66e37fd9-7c46-cdcc-d40e-215b944ed040",D01A2758G,"Traffic Stop",1
"66e37fd9-bd0e-c36d-08fa-215b944d681b",D01A2563F,"Traffic Stop",1
"66e38261-df2e-1f92-760c-215b944ed040",D01A2758G,"Traffic Stop",1
"66e38339-4c9d-d291-263e-215b944d681b",D01A2563F,"Call for service",0
"66e38440-937f-3724-eecf-215b944d681b",D01A2563F,"Call for service",0
"66e38b1e-4bbb-cce8-86f0-215b944d681b",D01A2563F,"Traffic Stop",1
"66e39b5b-d2a0-f354-fb0b-215b944d681b",D01A2563F,"Call for service",0
"66e3b29e-5d27-966b-3870-215b944d681b",D01A2563F,"Call for service",0
"66e3b457-1df3-340f-846e-215b944d681b",D01A2563F,"Call for service",0
"66e3b655-4ee5-8f9f-0950-215b944d681b",D01A2563F,"Traffic Stop",1
"66e3b8ee-2c8c-80a2-ce48-215b94822644",D01A4796S,"Traffic Stop",1
"66e3b90f-a4ab-9d56-4232-215b944ed040",D01A2758G,"Traffic Stop",1
"66e3c743-c206-faa8-22d7-215b94822644",D01A4796S,"Call for service",0
"66e3c7f3-4026-4cfc-225b-215b944d681b",D01A2563F,"Call for service",0
"66e3c7fd-3580-5596-b00a-215b94822644",D01A4796S,"Call for service",0
"66e3c805-a048-bcc4-e6e3-215b944ed040",D01A2758G,"Field Contact",0
"66e3d235-2d1b-0810-17bf-215b94822644",D01A4796S,"Traffic Stop",1
"66e3d622-3b99-8f90-101e-215b944b5456",D01A2291Y,"Call for service",0
"66e3d642-e6f2-e861-1d1c-215b944ed040",D01A2758G,"Call for service",0
"66e3decb-80f4-d640-cfec-215b944d681b",D01A2563F,"Call for service",0
"66e3e871-6c7e-bba9-415e-215b944d681b",D01A2563F,"Call for service",0
"66e3ef99-4e69-9788-44c3-215b944d681b",D01A2563F,"Call for service",0
"66e40031-2a03-fe66-b82d-215b944d681b",D01A2563F,"Accidental Recording",0
"66e42aee-b3d1-5ccd-925a-215b944b31bb",D01A2227V,"Call for service",0
"66e44231-508c-eb10-643f-215b944b31bb",D01A2227V,"Accidental Recording,Call for service",0
"66e4501b-e94b-0af2-897b-215b945040bf",D01A2960V,"Call for service",0
"66e45a8f-d6f0-ff08-5348-215b945040bf",D01A2960V,"Call for service",0
"66e46476-f9e2-3bd1-e83e-215b945040bf",D01A2960V,"Call for service",0
"66e47832-4420-8826-7091-215b944ebc24",D01A2719G,"Traffic Stop",1
"66e48880-eda0-8228-ea06-215b945040bf",D01A2960V,"Call for service",0
"66e4ad91-0430-dbd6-8ef0-215b944a9942",D01A2183M,"Accidental Recording",0
"66e4ad91-3b79-816a-306b-215b944b31bb",D01A2227V,"Traffic Stop",1
"66e4bee0-fd45-a901-42f2-215b94822644",D01A4796S,"Traffic Stop",1
"66e4bf14-8163-4df9-e391-215b944ed040",D01A2758G,"Traffic Stop",1
"66e4c7d6-554a-4557-4a38-215b944d681b",D01A2563F,"Traffic Stop",1
"66e4ca0e-3ec4-8eb9-ef8e-215b944ed040",D01A2758G,"Call for service,Traffic Accident",0
"66e4ca16-0d06-c8b5-a71f-215b94822644",D01A4796S,"Traffic Accident",0
"66e4cff5-d965-3f67-5973-215b944b5456",D01A2291Y,"Arrest,Call for service,Domestic Battery",0
"66e4d010-a870-1665-3568-215b94822644",D01A4796S,"Call for service",0
"66e4e277-8a80-ccc4-452d-215b944d681b",D01A2563F,"Traffic Stop",1
"66e4e3bc-6d19-54f8-51a6-215b944d681b",D01A2563F,"Accidental Recording",0
"66e4e9d4-65e6-d27c-be04-215b944d681b",D01A2563F,"Call for service",0
"66e4ef58-d40c-5237-84e7-215b944d681b",D01A2563F,"Traffic Stop",1
"66e4ef5d-a0bd-ac16-b5c9-215b944ed040",D01A2758G,"Traffic Stop",1
"66e4ef66-2235-88c4-ecb9-215b94822644",D01A4796S,"Traffic Stop",1
